name,platform,genre,publisher,developer,rating,year_of_release,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count
Resident Evil: Revelations,PC,Action,Capcom,Capcom,M,2013.0,0.0,0.04,0.0,0.0,0.04,77.0,12.0,7.0,342.0
NASCAR 07,PS2,Racing,Electronic Arts,EA Tiburon,E,2006.0,0.06,0.04,0.0,0.01,0.11,68.0,26.0,8.9,16.0
DoDonPachi Resurrection,X360,Shooter,Rising Star Games,Cave,E,2010.0,0.0,0.04,0.0,0.01,0.05,77.0,10.0,8.6,16.0
Bomberman Generation,GC,Adventure,Vivendi Games,Hudson,E,2002.0,0.15,0.04,0.06,0.01,0.25,81.0,19.0,8.5,15.0
The Price is Right,Wii,Misc,Ubisoft,Ludia Inc.,E,2008.0,0.76,0.0,0.0,0.06,0.82,68.9971185166625,26.440992232523175,4.3,9.0
UEFA Euro 2008 Austria-Switzerland,PSP,Sports,Electronic Arts,unknown,E,2008.0,0.06,0.12,0.0,0.06,0.25,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Puss in Boots,DS,Action,THQ,ImaginEngine,E,2011.0,0.08,0.01,0.0,0.01,0.1,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Wonder World Amusement Park,DS,Misc,Majesco Entertainment,Coyote Console,E,2009.0,0.08,0.0,0.0,0.01,0.08,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Barnyard,Wii,Action,THQ,Blue Tongue Entertainment,E10+,2006.0,0.04,0.0,0.0,0.0,0.04,65.0,15.0,5.7,7.0
Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,Sports,Sega,unknown,E,2006.0,0.0,0.0,0.01,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Persona 4: Arena Ultimax,X360,Fighting,Atlus,Arc System Works,T,2014.0,0.06,0.01,0.0,0.01,0.08,85.0,15.0,7.4,35.0
Trigger Man,XB,Shooter,Crave Entertainment,Point of View,T,2004.0,0.03,0.01,0.0,0.0,0.05,31.0,5.0,7.126899879372738,163.0088459991958
Angler's Club: Ultimate Bass Fishing 3D,3DS,Sports,D3Publisher,Tamsoft,E,2011.0,0.0,0.03,0.0,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Wild ARMs,PS,Role-Playing,Sony Computer Entertainment,unknown,E,1996.0,0.26,0.17,0.46,0.06,0.95,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Sushi Go-Round,DS,Simulation,Asylum Entertainment,SouthPeak Games,E,2010.0,0.04,0.0,0.0,0.0,0.04,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
TimeSplitters: Future Perfect,GC,Shooter,Electronic Arts,Free Radical Design,M,2005.0,0.06,0.02,0.0,0.0,0.08,82.0,32.0,9.1,41.0
Disney's Tarzan: Return to the Jungle,GBA,Action,Activision,Digital Eclipse,E,2002.0,0.25,0.09,0.0,0.01,0.35,68.0,8.0,7.126899879372738,163.0088459991958
Virtua Tennis 3,PC,Sports,Sega,Sumo Digital,E,2007.0,0.0,0.01,0.0,0.0,0.01,68.9971185166625,26.440992232523175,7.4,17.0
DuckTales: Remastered,WiiU,Action,Capcom,WayForward,E,2013.0,0.06,0.0,0.0,0.01,0.06,76.0,10.0,7.9,100.0
Dynasty Warriors 3,XB,Action,THQ,Omega Force,T,2002.0,0.06,0.02,0.0,0.0,0.08,70.0,11.0,8.9,20.0
Dragon Age: Inquisition,PC,Role-Playing,Electronic Arts,BioWare,M,2014.0,0.33,0.34,0.0,0.06,0.73,85.0,45.0,5.9,3926.0
Bratz: Girlz Really Rock,Wii,Action,THQ,Blitz Games,E,2008.0,0.19,0.0,0.0,0.02,0.21,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Mafia,PC,Action,Take-Two Interactive,Illusion Softworks,M,2002.0,0.0,0.04,0.0,0.01,0.04,88.0,27.0,9.1,863.0
NHL Hitz 20-02,PS2,Sports,Midway Games,Black Box,E,2001.0,0.28,0.22,0.0,0.07,0.56,78.0,18.0,7.6,8.0
Disney Sing It,Wii,Misc,Disney Interactive Studios,Zoe Mode,E,2008.0,0.77,0.31,0.0,0.11,1.19,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Enemy Territory: Quake Wars,X360,Shooter,Activision,Nerve Software,T,2008.0,0.3,0.11,0.0,0.04,0.45,69.0,54.0,7.3,26.0
Mobile Suit Z Gundam: AEUG vs. Titans,PS2,Fighting,Namco Bandai Games,unknown,E,2003.0,0.0,0.0,0.63,0.0,0.63,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Pictionary,DS,Puzzle,THQ,ImaginEngine,E,2010.0,0.09,0.06,0.0,0.02,0.17,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Cabela's North American Adventures,PSP,Sports,Activision,FUN Labs,T,2010.0,0.09,0.0,0.0,0.01,0.1,68.9971185166625,26.440992232523175,7.8,5.0
Sword Art Online: Infinity Moment,PSP,Role-Playing,Namco Bandai Games,unknown,E,2013.0,0.0,0.0,0.22,0.0,0.22,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
T.A.C. Heroes : Big Red One,DS,Strategy,Storm City Games,Storm City Games,E10+,2010.0,0.02,0.0,0.0,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Pac-Man: Adventures in Time,PSP,Fighting,Sony Computer Entertainment,unknown,E,2006.0,0.76,1.09,0.12,0.64,2.62,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Fat Princess: Fistful of Cake,PSP,Action,Sony Computer Entertainment,SuperVillain Studios,T,2010.0,0.08,0.02,0.0,0.02,0.12,74.0,33.0,8.7,25.0
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,Platform,DreamCatcher Interactive,EKO Software,E,2001.0,0.02,0.02,0.0,0.01,0.05,64.0,5.0,7.4,5.0
Alien Trilogy,PS,Shooter,Acclaim Entertainment,unknown,E,1996.0,0.24,0.16,0.04,0.03,0.47,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Guilty Gear XX Accent Core,Wii,Fighting,505 Games,Arc System Works,T,2007.0,0.03,0.0,0.0,0.0,0.04,75.0,15.0,8.4,19.0
BurgerTime,2600,Puzzle,Mattel Interactive,unknown,E,1981.0,0.55,0.03,0.0,0.01,0.59,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Big Air Freestyle,GC,Racing,Atari,Paradigm Entertainment,T,2002.0,0.04,0.01,0.0,0.0,0.05,56.0,12.0,7.126899879372738,163.0088459991958
Saturday Night Speedway,PS2,Racing,Play It,Ratbag,E,2004.0,0.1,0.08,0.0,0.03,0.2,68.9971185166625,26.440992232523175,8.7,7.0
Virtua Striker 2002,GC,Sports,Sega,Amusement Vision,E,2002.0,0.01,0.0,0.03,0.0,0.05,58.0,20.0,6.0,5.0
Two Worlds II,X360,Role-Playing,Unknown,Reality Pump,M,2011.0,0.4,0.07,0.03,0.03,0.54,67.0,50.0,6.6,140.0
Yokai Watch 2 Shinuchi,3DS,Role-Playing,Level 5,unknown,E,2014.0,0.0,0.0,2.68,0.0,2.68,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Aggressive Inline,PS2,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",T,2002.0,0.17,0.13,0.0,0.04,0.35,85.0,31.0,8.7,14.0
Mathews Bowhunting,Wii,Sports,Zoo Games,Zoo Games,T,2010.0,0.18,0.0,0.0,0.01,0.19,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Brothers: A Tale of Two Sons,XOne,Adventure,505 Games,Starbreeze,T,2015.0,0.03,0.01,0.0,0.0,0.04,81.0,6.0,8.9,26.0
Codename Tenka,PS,Shooter,Psygnosis,unknown,E,1997.0,0.05,0.03,0.0,0.01,0.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
BioShock,X360,Shooter,Take-Two Interactive,"Irrational Games, 2K Marin",M,2007.0,1.65,0.85,0.05,0.28,2.83,96.0,88.0,8.9,2249.0
Fighter Destiny 2,N64,Fighting,Imagineer,unknown,E,1999.0,0.04,0.01,0.0,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Spy Hunter,PS2,Racing,Midway Games,Paradigm Entertainment,T,2001.0,1.13,0.32,0.0,0.22,1.67,84.0,28.0,7.8,13.0
Enter the Matrix,XB,Action,Atari,Shiny Entertainment,T,2003.0,0.72,0.43,0.01,0.04,1.2,65.0,33.0,7.1,75.0
Kurt Warner's Arena Football Unleashed,PS,Sports,Midway Games,unknown,E,2000.0,0.07,0.05,0.0,0.01,0.13,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Diablo II: Lord of Destruction,PC,Role-Playing,Vivendi Games,Blizzard North,M,2001.0,1.03,0.02,0.0,0.0,1.06,87.0,21.0,9.1,639.0
Norn + Nonette: Last Era,PSV,Action,Idea Factory,unknown,E,2015.0,0.0,0.0,0.01,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Soul Edge,PS,Fighting,Sony Computer Entertainment,unknown,E,1996.0,0.61,0.41,0.46,0.1,1.59,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Power Rangers: Dino Thunder,PS2,Action,THQ,Pacific Coast Power & Light,E,2004.0,0.35,0.27,0.0,0.09,0.71,49.0,6.0,6.2,5.0
Sesame Street: Cookie's Counting Carnival,Wii,Misc,Warner Bros. Interactive Entertainment,Black Lantern Studios,EC,2010.0,0.27,0.0,0.0,0.02,0.29,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Parodius,SAT,Shooter,Konami Digital Entertainment,unknown,E,1995.0,0.0,0.0,0.16,0.0,0.17,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Ten Pin Alley 2,GBA,Sports,XS Games,Pronto Games,E,2004.0,0.01,0.0,0.0,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Krull,2600,Action,Atari,unknown,E,1982.0,0.13,0.01,0.0,0.0,0.14,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Duel Masters: Shadow of the Code,GBA,Misc,Atari,Mistic Software,E,2004.0,0.01,0.0,0.0,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Ratatouille,PC,Action,THQ,Asobo Studio,E,2007.0,0.01,0.01,0.0,0.0,0.03,68.9971185166625,26.440992232523175,7.9,9.0
Suikoden V,PS2,Role-Playing,Konami Digital Entertainment,Konami,T,2006.0,0.08,0.06,0.19,0.02,0.35,76.0,43.0,7.6,109.0
Spartan: Total Warrior,GC,Action,Sega,Creative Assembly,M,2005.0,0.05,0.01,0.0,0.0,0.07,73.0,24.0,8.3,15.0
Custom Beat Battle: Draglade 2,DS,Fighting,Namco Bandai Games,unknown,E,2008.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
NBA Live 2004,PS2,Sports,Electronic Arts,EA Sports,E,2003.0,1.57,0.18,0.0,0.27,2.03,86.0,19.0,7.7,41.0
Taz Wanted,PS2,Platform,Atari,Blitz Games,E,2002.0,0.08,0.06,0.0,0.02,0.16,65.0,7.0,8.7,9.0
Disney Sing It! High School Musical 3: Senior Year,PS3,Misc,Disney Interactive Studios,unknown,E,2008.0,0.08,0.26,0.0,0.06,0.4,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Goku Makaimura Kai,PSP,Platform,Capcom,unknown,E,2007.0,0.0,0.0,0.01,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Adventure Time: The Secret of the Nameless ,X360,Adventure,Little Orbit,unknown,E,2014.0,0.01,0.0,0.0,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Ben 10 Omniverse 2,X360,Action,Namco Bandai Games,High Voltage Software,E10+,2013.0,0.0,0.01,0.0,0.0,0.01,68.9971185166625,26.440992232523175,5.1,9.0
Madden NFL 16,XOne,Sports,Electronic Arts,EA Sports,E,2015.0,2.08,0.08,0.0,0.26,2.42,84.0,23.0,6.1,124.0
Rayman Legends,X360,Platform,Ubisoft,Ubisoft Montpellier,E10+,2013.0,0.19,0.2,0.0,0.04,0.43,90.0,35.0,8.2,217.0
TOCA Race Driver 2: Ultimate Racing Simulator,PS2,Racing,Codemasters,unknown,E,2004.0,0.03,0.02,0.0,0.01,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
PDC World Championship Darts 2008,Wii,Sports,Oxygen Interactive,Oxygen Interactive,E10+,2008.0,0.02,0.21,0.0,0.01,0.24,51.0,18.0,5.4,7.0
Commandos 2: Men of Courage,PS2,Strategy,Eidos Interactive,Pyro Studios,T,2002.0,0.09,0.07,0.0,0.02,0.18,67.0,19.0,6.8,11.0
Rampage 2: Universal Tour,N64,Action,GT Interactive,unknown,E,1999.0,0.18,0.04,0.0,0.0,0.22,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
.hack//G.U. Vol.2//Reminisce,PS2,Role-Playing,Namco Bandai Games,unknown,E,2006.0,0.11,0.09,0.0,0.03,0.23,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Fast & Furious: Showdown,PS3,Action,Activision,unknown,E,2013.0,0.0,0.02,0.0,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Dance Dance Revolution: Mario Mix,GC,Misc,Nintendo,Hudson,E,2005.0,0.36,0.09,0.0,0.01,0.47,69.0,28.0,8.4,19.0
Wand of Fortune R,PSV,Adventure,Idea Factory,unknown,E,2016.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
pro evolution soccer 2011,Wii,Sports,Konami Digital Entertainment,Konami,E,2010.0,0.07,0.1,0.03,0.02,0.22,78.0,9.0,5.4,7.0
Attack on Titan (KOEI),PSV,Action,Tecmo Koei,unknown,E,2016.0,0.0,0.0,0.13,0.0,0.13,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Call of Duty: World at War,Wii,Shooter,Activision,Exakt,M,2008.0,1.17,0.58,0.0,0.18,1.94,83.0,19.0,7.6,78.0
Just Dance 2015,PS4,Misc,Ubisoft,Ubisoft,E10+,2014.0,0.19,0.13,0.0,0.07,0.39,72.0,8.0,5.8,32.0
MVP 06 NCAA Baseball,XB,Sports,Electronic Arts,EA Canada,E,2006.0,0.25,0.07,0.0,0.01,0.34,75.0,29.0,8.6,17.0
Xbox Music Mixer,XB,Misc,Microsoft Game Studios,WildTangent,E,2003.0,0.26,0.08,0.0,0.01,0.35,49.0,12.0,7.126899879372738,163.0088459991958
Pokemon Red/Pokemon Blue,GB,Role-Playing,Nintendo,unknown,E,1996.0,11.27,8.89,10.22,1.0,31.37,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Disney's Chicken Little,PS2,Platform,Disney Interactive Studios,Avalanche Software,E10+,2005.0,0.32,0.25,0.0,0.08,0.65,60.0,20.0,8.9,7.0
Demolition Racer,PS,Racing,Infogrames,unknown,E,1998.0,0.17,0.12,0.0,0.02,0.31,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Lost Planet: Extreme Condition,PS3,Shooter,Capcom,Capcom,T,2008.0,0.31,0.17,0.07,0.08,0.64,67.0,34.0,7.0,36.0
Baldur's Gate: Dark Alliance,GBA,Role-Playing,"Destination Software, Inc",Magic Pockets,T,2004.0,0.02,0.01,0.0,0.0,0.03,76.0,17.0,6.5,11.0
Triggerheart Excelica Enhanced,PS2,Shooter,Alchemist,unknown,E,2009.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Carnival Games: Wild West 3D,3DS,Misc,Take-Two Interactive,Take-Two Interactive,E10+,2011.0,0.06,0.02,0.0,0.01,0.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Tales of Destiny II,PS,Role-Playing,Namco Bandai Games,Namco,T,2000.0,0.06,0.04,0.66,0.05,0.81,78.0,9.0,8.7,31.0
Niko Puchi Girls Runway,3DS,Misc,Happinet,unknown,E,2015.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
City Life: World Edition,PC,Simulation,Monte Christo Multimedia,Monte Cristo Multimedia,E,2007.0,0.0,0.04,0.0,0.0,0.04,75.0,7.0,8.2,9.0
Disney's Kim Possible: Revenge of Monkey Fist,GBA,Platform,THQ,Digital Eclipse,E,2002.0,0.37,0.14,0.0,0.01,0.51,62.0,4.0,8.8,8.0
Raze's Hell,XB,Shooter,Majesco Entertainment,Artech Studios,M,2005.0,0.04,0.01,0.0,0.0,0.05,71.0,37.0,8.1,8.0
Tales of Phantasia,SNES,Role-Playing,Namco Bandai Games,unknown,E,1995.0,0.0,0.0,0.4,0.0,0.4,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Desktop Tower Defense,DS,Strategy,THQ,Frima Studio,E,2009.0,0.1,0.0,0.0,0.01,0.11,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Peanuts Movie: Snoopy's Grand Adventure,PS4,Action,Activision,"Activision, Behaviour Interactive",E,2015.0,0.0,0.02,0.0,0.0,0.03,59.0,4.0,6.6,19.0
Namco Museum Vol.4,PS,Misc,Sony Computer Entertainment,unknown,E,1996.0,0.02,0.01,0.16,0.01,0.2,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Kingdom: Ikkitousen no Ken,PSP,Action,Konami Digital Entertainment,unknown,E,2010.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Tomb Raider: Underworld (Others sales),PS2,Adventure,Eidos Interactive,unknown,E,2009.0,0.0,0.21,0.0,0.04,0.26,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Dog Island,PS2,Adventure,Ubisoft,Yuke's,E,2007.0,0.13,0.1,0.0,0.03,0.27,68.9971185166625,26.440992232523175,7.0,6.0
Far Cry 2,X360,Action,Ubisoft,Ubisoft Montreal,M,2008.0,0.71,0.69,0.02,0.18,1.59,85.0,75.0,6.7,288.0
Metal Gear Solid V: The Phantom Pain,PC,Action,Konami Digital Entertainment,Kojima Productions,M,2015.0,0.0,0.07,0.0,0.0,0.08,91.0,13.0,7.7,1963.0
Final Fantasy XIII-2,PS3,Role-Playing,Square Enix,Square Enix,T,2011.0,0.78,0.73,0.89,0.23,2.63,79.0,53.0,6.6,707.0
The Golden Compass,PS2,Action,Sega,Shiny Entertainment,E10+,2007.0,0.13,0.0,0.0,0.39,0.52,46.0,10.0,5.2,6.0
My Dress-Up,DS,Misc,Oxygen Interactive,Oxygen Interactive,E10+,2008.0,0.06,0.01,0.0,0.01,0.07,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Metal Gear Solid: The Essential Collection,PS2,Adventure,Konami Digital Entertainment,Konami,M,2007.0,0.23,0.18,0.0,0.06,0.46,68.9971185166625,26.440992232523175,8.9,9.0
Spyro: Enter the Dragonfly,PS2,Platform,Universal Interactive,Check Six Games,E,2002.0,0.74,0.95,0.0,0.28,1.97,56.0,20.0,4.1,95.0
MLB 14: The Show,PSV,Sports,Sony Computer Entertainment America,SCEA San Diego Studios,E,2014.0,0.08,0.0,0.0,0.03,0.11,68.0,6.0,7.0,25.0
Harvest Moon: Boy & Girl,PSP,Simulation,Marvelous Interactive,unknown,E,2005.0,0.08,0.0,0.0,0.01,0.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Prince of Persia: Rival Swords,Wii,Action,Ubisoft,Ubisoft Montreal,T,2007.0,0.24,0.02,0.0,0.02,0.29,70.0,30.0,7.7,21.0
Moon,DS,Adventure,Mastiff,Renegade Kid,T,2009.0,0.04,0.0,0.0,0.0,0.05,71.0,45.0,7.4,21.0
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,Misc,Namco Bandai Games,unknown,E,2016.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Saint Seiya: Soldiers' Soul,PS3,Fighting,Namco Bandai Games,Dimps Corporation,T,2015.0,0.0,0.0,0.04,0.0,0.04,68.9971185166625,26.440992232523175,6.3,4.0
Rock Band Track Pack Volume 1,PS2,Misc,MTV Games,Harmonix Music Systems,T,2008.0,0.06,0.05,0.0,0.02,0.13,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Dreamworks Madagascar Kartz,X360,Racing,Activision,Sidhe Interactive,E,2009.0,0.14,0.09,0.0,0.02,0.25,68.9971185166625,26.440992232523175,6.0,4.0
Shadow Hearts,PS2,Role-Playing,Midway Games,Sacnoth,M,2001.0,0.09,0.07,0.1,0.02,0.28,73.0,24.0,8.8,55.0
King Arthur,PS2,Action,Konami Digital Entertainment,Krome Studios,T,2004.0,0.07,0.05,0.0,0.02,0.13,59.0,22.0,8.0,10.0
Scrabble,PSP,Misc,Electronic Arts,Stainless Games,E,2009.0,0.08,0.0,0.0,0.01,0.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Tony Hawk's American Wasteland,GC,Sports,Activision,Neversoft Entertainment,T,2005.0,0.33,0.08,0.0,0.01,0.42,76.0,26.0,7.7,15.0
Turok 3: Shadow of Oblivion,N64,Shooter,Acclaim Entertainment,unknown,E,2000.0,0.12,0.05,0.0,0.0,0.17,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Hitman: Absolution,PC,Action,Square Enix,"Io Interactive, Nixxes Software",M,2012.0,0.03,0.17,0.0,0.04,0.24,79.0,26.0,7.0,1327.0
Worms Forts: Under Siege,XB,Strategy,Sega,Team 17,T,2004.0,0.05,0.01,0.0,0.0,0.07,67.0,15.0,8.0,6.0
Conflict: Desert Storm,XB,Shooter,SCi,SCi,T,2002.0,0.48,0.37,0.0,0.02,0.87,65.0,14.0,8.1,17.0
Terminator 3: The Redemption,XB,Shooter,Atari,Paradigm Entertainment,T,2004.0,0.05,0.01,0.0,0.0,0.06,66.0,38.0,8.6,5.0
Suzuki TT Superbikes,PS2,Racing,Jester Interactive,Jester Interactive,E,2005.0,0.33,0.01,0.0,0.05,0.4,71.0,7.0,8.5,8.0
Dead Rising 2: Off the Record,PC,Action,Capcom,Capcom Vancouver,M,2011.0,0.04,0.02,0.0,0.01,0.06,66.0,10.0,5.3,54.0
Atari Anniversary Edition Redux,PS,Misc,Infogrames,Digital Eclipse,E,2000.0,0.1,0.07,0.0,0.01,0.18,72.0,5.0,7.126899879372738,163.0088459991958
Cars: Mater-National Championship,DS,Racing,THQ,Rainbow Studios,E,2007.0,0.63,0.0,0.0,0.05,0.68,69.0,7.0,6.8,5.0
FIFA Street,PS2,Sports,Electronic Arts,EA Canada,E,2005.0,0.15,0.12,0.0,0.04,0.31,59.0,29.0,7.9,52.0
Ys Seven,PSP,Role-Playing,Falcom Corporation,Falcom,T,2009.0,0.14,0.0,0.08,0.02,0.23,79.0,27.0,8.5,65.0
Major League Baseball 2K12,Wii,Sports,Take-Two Interactive,Visual Concepts,E,2012.0,0.14,0.0,0.0,0.01,0.15,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Barnyard,PS2,Action,THQ,Blue Tongue Entertainment,E10+,2006.0,0.05,0.04,0.0,0.01,0.09,62.0,13.0,8.7,10.0
Clever Kids: Creepy Crawlies,DS,Action,Midas Interactive Entertainment,unknown,E,2009.0,0.0,0.04,0.0,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
SingStar Legends,PS2,Misc,Sony Computer Entertainment,SCEE London Studio,T,2006.0,0.12,0.75,0.0,0.23,1.1,76.0,25.0,7.126899879372738,163.0088459991958
Tales of Phantasia,GBA,Role-Playing,Nintendo,Namco,E10+,2003.0,0.08,0.03,0.17,0.01,0.29,76.0,29.0,8.1,24.0
Killzone 3,PS3,Shooter,Sony Computer Entertainment,Guerrilla,M,2011.0,1.45,0.86,0.09,0.38,2.77,84.0,85.0,7.9,942.0
MLB 09: The Show,PS3,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E,2009.0,0.66,0.0,0.0,0.06,0.72,90.0,27.0,8.1,61.0
Silent Hill: Shattered Memories,PSP,Action,Konami Digital Entertainment,"Climax Group, Climax Studios",M,2010.0,0.09,0.13,0.01,0.07,0.3,73.0,28.0,7.5,43.0
Shenmue II,XB,Adventure,Microsoft Game Studios,Sega AM2,T,2002.0,0.22,0.08,0.0,0.01,0.32,80.0,31.0,9.3,96.0
Robotech: The Macross Saga,GBA,Shooter,TDK Mediactive,Lucky Chicken,E,2002.0,0.15,0.06,0.0,0.0,0.21,61.0,8.0,6.5,4.0
You Don't Know Jack,X360,Misc,THQ,"Jellyvision, Iron Galaxy Studios",T,2011.0,0.19,0.0,0.0,0.01,0.21,82.0,23.0,7.9,29.0
Real Soccer 2009,DS,Sports,Ubisoft,Ubisoft,E,2008.0,0.05,0.0,0.0,0.0,0.06,70.0,7.0,7.126899879372738,163.0088459991958
Mahjongg Mysteries: Ancient Egypt,DS,Puzzle,Avanquest,unknown,E,2010.0,0.07,0.11,0.0,0.02,0.2,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Dungeon Siege III,PC,Role-Playing,Square Enix,Obsidian Entertainment,T,2011.0,0.08,0.08,0.0,0.02,0.17,72.0,37.0,4.7,399.0
Earth Defense Force 2017,X360,Action,D3Publisher,Sandlot,T,2006.0,0.04,0.0,0.03,0.0,0.08,69.0,55.0,7.7,60.0
Derby Stallion,PS,Sports,ASCII Entertainment,unknown,E,1997.0,0.0,0.0,1.96,0.14,2.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Higurashi Daybreak Portable,PSP,Adventure,Alchemist,unknown,E,2008.0,0.0,0.0,0.06,0.0,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
SingStar Abba,PS2,Misc,Sony Computer Entertainment,SCEE London Studio,T,2008.0,0.23,0.04,0.0,1.09,1.36,64.0,11.0,7.126899879372738,163.0088459991958
PAC-MAN and the Ghostly Adventures,3DS,Platform,Namco Bandai Games,Inti Creates,E10+,2013.0,0.05,0.04,0.0,0.01,0.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Destiny,PS4,Shooter,Activision,"Bungie Software, Bungie",T,2014.0,2.49,2.07,0.16,0.92,5.64,76.0,95.0,6.1,5380.0
Phantasy Star Nova,PSV,Role-Playing,Sega,unknown,E,2014.0,0.0,0.0,0.19,0.0,0.19,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Hidden Objects: Mystery Stories,DS,Adventure,GSP,unknown,E,2009.0,0.18,0.43,0.0,0.05,0.66,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
LEGO Indiana Jones 2: The Adventure Continues,DS,Action,Activision,TT Fusion,E,2009.0,0.65,0.42,0.0,0.11,1.18,59.0,4.0,7.126899879372738,163.0088459991958
Gray Matter,PC,Adventure,DTP Entertainment,Wizarbox,T,2011.0,0.02,0.05,0.0,0.01,0.08,72.0,27.0,7.7,80.0
Shrek the Third,PS2,Action,Activision,Amaze Entertainment,E10+,2007.0,0.4,0.02,0.0,0.07,0.48,56.0,18.0,6.1,9.0
Ty the Tasmanian Tiger 2: Bush Rescue,GC,Platform,Electronic Arts,Krome Studios,E,2004.0,0.15,0.04,0.0,0.01,0.2,70.0,20.0,8.6,11.0
Ivy the Kiwi?,DS,Puzzle,Rising Star Games,Prope,E,2010.0,0.04,0.0,0.0,0.0,0.05,69.0,20.0,6.3,4.0
